,smiles,logP,qed,SAS
0,O=C1OC(O)C(CBr)=C1Br,0.9055,0.5696103604986429,4.089876579606708
1,OC1C=Cc2c(ccc3cc4c(ccc5ccccc54)cc23)C1O,4.567300000000004,0.3687876113423682,3.2397681676677923
2,Cc1cc(C)cc([N+](=O)[O-])c1,2.21164,0.45584159241690747,1.9149541824510763
3,Cl/C=C(/Cl)SCc1ccccc1,4.196300000000003,0.7336978725201128,2.659408077244942
4,BrCc1ccc2c(c1)-c1cccc3cccc-2c13,5.382100000000003,0.4133863004083776,2.036096122653742
5,c1cc2cc3c4c(ccc5cc6c(c1CCC6)c2c54)CCC3,5.5614000000000035,0.3702626300722976,2.491975750189356
6,OCC(O)CI,-0.22539999999999977,0.47940691960182785,3.7168736192055203
7,O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])c4ccccc4c4ccc1c2c34,5.553600000000003,0.18196342363134224,2.428493106927279
8,O[C@H]1C=C2c3cc4ccccc4cc3-c3cccc(c32)[C@@H]1O,3.659800000000003,0.5177042788782357,3.343332834875521
9,CCN(CC)c1ccc([N+](=O)[O-])cc1,2.4410000000000007,0.5459497605091655,1.825735646420883
10,CC[C@H]1CO1,0.7952,0.41717472256751875,2.9130012756929293
11,C=CCOCC1CO1,0.5878,0.30287473323984854,3.177641471164348
12,ClCCNCCCNc1c2ccccc2nc2ccccc12,4.018400000000002,0.39285841083686346,2.1234123512695984
13,O=[N+]([O-])c1c(Cl)c(Cl)c2c(c1Cl)Oc1ccc(Cl)c(Cl)c1O2,6.7598,0.25670743630584947,3.1158964992988816
14,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,1.60142,0.5545811672294877,1.76748002150204
15,c1ccc2cc3ccccc3cc2c1,3.993000000000002,0.4564102473768608,1.1426437625367925
16,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2,1.3804999999999996,0.790157342674078,4.212020830886926
17,c1cc2ccc3cccc4ncc(c1)c2c34,3.979000000000001,0.3938070724969092,1.9879907830406403
18,Cc1c(C)c2c(Cl)c3ccccc3nc2c2ccccc12,5.811440000000005,0.2940982579399464,2.114609774278323
19,O=C1CC(=C(Cl)Cl)C(=O)N1,0.7221,0.44057281280923205,3.4185894850187086
20,OC1c2ccccc2Oc2ccccc21,2.8740000000000014,0.7048711790158259,2.0015810209018188
21,O=[N+]([O-])c1ccccc1SSC(F)=C(Cl)Cl,4.9088,0.4500045430945613,3.222831838496811
22,CC(=O)OCCN(CCOC(C)=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,3.5924000000000023,0.11952813218199977,2.923147654104387
23,NC(CCC(=O)N(CC(=O)O)C(=O)C(N)CSN=O)C(=O)O,-1.6397999999999968,0.265232194057667,3.8984629082560875
24,CC(=O)ON(OCc1ccc(-c2ccccc2)cc1)C(=O)c1ccccc1,4.405700000000004,0.631982347784682,2.2312076186427543
25,CC(=O)OCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,1.9362999999999997,0.7012678658758772,2.3813683444024054
26,O=[N+]([O-])/C=C/c1ccccc1,1.934,0.47595991846661523,2.0240886737662134
27,CC1=CC(=C(C#N)C#N)C=C(/C=C/c2ccc(N(C)C)cc2)O1,3.9274600000000026,0.7938281060687961,3.052069340281527
28,CCOc1cccc(N)c1,1.6674999999999998,0.6290814951669367,1.5402605754667213
29,[N-]=[N+]=NCCC(N)C(=O)O,0.09869999999999984,0.3310506253198123,3.4564256920327416
30,CCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1.7641,0.32772004659345544,2.3521916553892837
31,O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccc(Cl)cc1Cl,5.758500000000002,0.1720958233343597,2.7457012847307087
32,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,2.063,0.5263727712755552,2.3147538875303777
33,COc1cc(O)c2c(=O)c3c(OC)cc4c(c3oc2c1OC)C1C=COC1O4,3.023600000000001,0.6886197766256227,3.8906763121518155
34,CC1=CC(=O)c2c(O)cccc2C1=O,1.7175,0.6739307044863265,2.267191112007927
35,Cn1c(N=[N+]=[N-])nc2ccccc21,2.5151000000000003,0.3708419809023368,2.7050434922125675
36,O=[N+]([O-])c1ccc2cc3ccccc3cc2c1,3.901200000000002,0.35644235437100646,1.7653334578217184
37,O=[N+]([O-])c1ccc(CNCCO)o1,0.2696999999999999,0.39113756261943855,2.422170519239595
38,ClCc1ccccn1,1.8203999999999998,0.5247639189605451,1.9435778955323109
39,Cc1cc(N)sn1,1.03372,0.5468471344875043,3.2400284448236736
40,C/C=C\C=C/C=O,1.3176,0.2876307698721535,3.36553289826497
41,CC(C)(C)C1=CC(=O)C=CC1=O,1.6669,0.5101777780888513,2.6635906929214848
42,C=CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,4.002000000000003,0.5692267993614909,4.167391302739001
43,Cc1ccc2cc3c(ccc4ccccc43)cc2c1,5.454620000000004,0.2837498834433012,1.7551008666014418
44,O=[N+]([O-])c1ccc(OCC2CO2)cc1,1.3723999999999998,0.4131837139031544,2.3114191595700753
45,O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=CCC4,5.451600000000003,0.266245608034635,2.688055731642031
46,CC1(C)Cc2ncccc2-c2nc(N)sc21,2.6210000000000004,0.7579329519778535,3.0426223215021775
47,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21,1.4876999999999996,0.5786735826746706,4.412012007318152
48,c1ccc2cc3c(ccc4ccncc43)cc2c1,4.541200000000003,0.31841665410737346,1.9144256824021717
49,C#CCO,-0.3881,0.37468964677801264,3.351876892621826
50,CCc1cccc(CC)c1N=O,3.2093000000000016,0.6289199533960566,2.3847219809882567
51,C=CC(=O)NCNC(=O)C=C,-0.4517000000000002,0.4252987415757078,3.004068771310492
52,O=[N+]([O-])c1cc2c(ccc3ccccc32)c2c1C=C[C@@H](O)[C@@H]2O,3.3223000000000025,0.41019521370161605,3.397636894893367
53,O=[N+]([O-])c1ccc2c(c1)Cc1cccc(O)c1-2,2.8716000000000013,0.5131891447458878,2.20463677414825
54,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)ccc4cc(S(=O)(=O)O)cc(O)c34)cc2)cc1,7.559800000000006,0.054627462636098925,3.360820481810613
55,c1ccc2c(c1)-c1ccccc1C1OC21,3.4796000000000014,0.5847737932614618,2.7280548561080646
56,COP(=S)(OC)SCn1nnc2ccccc2c1=O,1.9994999999999998,0.7813603331085346,2.901965053829306
57,CC(=O)N(O)c1ccc2ccccc2c1,2.581900000000001,0.568690699900492,2.085050701221501
58,ClCCN(CCCl)c1ccc2ccccc2c1,4.123800000000003,0.7370344966577713,2.126503316534434
59,O=C1OCC(CBr)=C1Cl,1.431,0.48443957982576674,3.451243391840941
60,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,0.6041999999999992,0.2602484924218213,4.541844575170342
61,N#[N+]c1cccc2c1C(=O)c1ccccc1C2=O,2.946580000000001,0.5625602392064966,2.3670434802905564
62,C=CCN(CC=C)N=O,1.3418,0.3161387554975435,3.6895356995332484
63,C=C(C)[C@H]1C=C2C(COC(=O)CCCCCCCCCCCCCCCCC)=CC=C2C(C)=CC1,10.126199999999994,0.10436225688735656,3.6377771337086875
64,Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,-0.19628000000000012,0.4454004294146897,3.849317511398737
65,Cc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,3.1492200000000037,0.4941691551560917,3.6567521543992676
66,Nc1cc([N+](=O)[O-])ccc1CO,0.6693,0.3855019856702798,2.157728580638608
67,CC(=O)Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43,2.7006000000000006,0.43266636532058883,2.19266157058626
68,O=C(O)COc1ccc(N(CCCl)CCCl)cc1,2.434,0.7476445541622421,2.1954277336842214
69,ONc1ccc(Oc2ccccc2)cc1,3.280000000000001,0.7485738290252278,1.632146755167554
70,N[C@@H](CCC(=O)N[C@@H](CSC(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,0.44029999999999964,0.3118403972107892,3.639091553362448
71,O=[N+]([O-])c1cc2c3c(c1)CCc1cccc(c1-3)CC2,3.4590000000000014,0.5750988949883712,2.4665549575105317
72,c1ccc2c(c1)c1ccccc1c1cc3cnccc3cc21,5.6944000000000035,0.26178540224276026,1.957898881662281
73,O=C(Cl)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.8820000000000001,0.44789685246129124,2.2906632963187104
74,CC1CCN(N=O)CC1,1.3997,0.4998709700388202,3.072778161071711
75,O=NN1CC[C@H](Br)[C@@H](Br)C1,1.9005,0.5391181025830777,4.688780847569404
76,CC(=O)c1ccc[nH]1,1.2173,0.54013359719925,2.5448873512939407
77,CCCN(CCCCO)N=O,1.1523,0.345113828794939,2.85886956706646
78,O=[N+]([O-])c1ccc(CBr)cc1,2.4897,0.4325861423804816,1.8462541824510748
79,Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,1.5928200000000001,0.46644582817217317,2.508609829223378
80,Cc1nc(N)c(C)c2c1[nH]c1ccccc12,2.915140000000001,0.6003443674060763,2.39204078304064
81,CN=NNC,0.20280000000000004,0.3491833172489043,4.48121773140079
82,C1=Cc2c3ccccc3cc3cc4ccccc4c1c23,5.6300000000000034,0.31322689934671355,2.3248973338529773
83,Cc1c(N)cc([N+](=O)[O-])c(N)c1C,1.37604,0.38830895814919625,2.560376812945888
84,CCOC(=O)N(N=O)C(CCC=O)c1cccnc1,2.2417,0.428220450275333,3.4990684150244276
85,COP(=S)(OC)Oc1ccc(N)c(C)c1,2.47332,0.6539729251912091,2.743604272650071
86,O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21,3.2284000000000015,0.7785202463007644,2.2614455868811607
87,Fc1cc2cccnc2c2ncccc12,2.9221000000000004,0.5188563017582588,2.0794624894332863
88,COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,3.629500000000002,0.47772625073823216,2.149638687114262
89,CCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1.7271999999999998,0.4684807404455294,2.3650624613623172
90,Cc1ccc(N(CCO)CCO)cc1,0.7860199999999999,0.7296157295862244,1.9397078046270497
91,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],1.60142,0.5545811672294877,1.6787628269319015
92,ClC[C@H]1O[C@@H](CCl)O[C@@H](CCl)O1,1.7445,0.6976510354274783,4.190550468247184
93,ClCC(Br)CBr,2.3836000000000004,0.6457988588669854,4.2665013115132115
94,Nc1ccc(/C=C/c2cccc(Cl)c2)cc1,4.092600000000002,0.6092380415361511,1.7840384419035153
95,CCCCOCC1CO1,1.2019,0.41179651664686584,2.598168001221838
96,O=c1oc2c([N+](=O)[O-])cccc2c2ccccc12,2.854400000000001,0.28396376553205804,2.0527575074398783
